cnpj;identificador_matriz_filial;razao_social;nome_fantasia;cnae_secundario;nm_cnae
"04091698000159";"1";"KBR CONSTRUCOES E PARTICIPACOES S/A";"";"4120400";"Construção de edifícios"
"04091698000159";"1";"KBR CONSTRUCOES E PARTICIPACOES S/A";"";"6499999";"Outras atividades de serviços financeiros não especificadas anteriormente"
"04091698000159";"1";"KBR CONSTRUCOES E PARTICIPACOES S/A";"";"6810202";"Aluguel de imóveis próprios"
"04091698000159";"1";"KBR CONSTRUCOES E PARTICIPACOES S/A";"";"6821801";"Corretagem na compra e venda e avaliação de imóveis"
"04091698000159";"1";"KBR CONSTRUCOES E PARTICIPACOES S/A";"";"6821802";"Corretagem no aluguel de imóveis"
"04096957000134";"1";"GRANRIVA GRANITOS LTDA";"GRANRIVA";"0990403";"Atividades de apoio à extração de minerais não metálicos"
"04096957000134";"1";"GRANRIVA GRANITOS LTDA";"GRANRIVA";"6810202";"Aluguel de imóveis próprios"
"04096957000134";"1";"GRANRIVA GRANITOS LTDA";"GRANRIVA";"7739099";"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente sem operador"
"04096957000215";"2";"GRANRIVA GRANITOS LTDA";"GRANRIVA";"0990403";"Atividades de apoio à extração de minerais não metálicos"
"04096957000215";"2";"GRANRIVA GRANITOS LTDA";"GRANRIVA";"6810202";"Aluguel de imóveis próprios"
"04096957000215";"2";"GRANRIVA GRANITOS LTDA";"GRANRIVA";"7739099";"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente sem operador"
"04096957000487";"2";"GRANRIVA GRANITOS LTDA";"GRANRIVA";"0990403";"Atividades de apoio à extração de minerais não metálicos"
"04096957000487";"2";"GRANRIVA GRANITOS LTDA";"GRANRIVA";"6810202";"Aluguel de imóveis próprios"
"04096957000487";"2";"GRANRIVA GRANITOS LTDA";"GRANRIVA";"7739099";"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente sem operador"
"04163630000138";"1";"SOCIEDADE ESPORTIVA DISBEM";"DISBEM";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"04213008000197";"1";"LIVERPOOL CLUB";"LIVERPOOL CLUB";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"04213008000197";"1";"LIVERPOOL CLUB";"LIVERPOOL CLUB";"8230002";"Casas de festas e eventos"
"04220731000101";"1";"SOCIEDADE ESPORTIVA ALVORADA CLUB";"MARINGA FUTEBOL CLUBE - MFC";"9430800";"Atividades de associações de defesa de direitos sociais"
"04220731000101";"1";"SOCIEDADE ESPORTIVA ALVORADA CLUB";"MARINGA FUTEBOL CLUBE - MFC";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"04220731000101";"1";"SOCIEDADE ESPORTIVA ALVORADA CLUB";"MARINGA FUTEBOL CLUBE - MFC";"9499500";"Atividades associativas não especificadas anteriormente"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"4761001";"Comércio varejista de livros"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"4763602";"Comércio varejista de artigos esportivos"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"4763605";"Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"4781400";"Comércio varejista de artigos do vestuário e acessórios"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"4789001";"Comércio varejista de suvenires bijuterias e artesanatos"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"5611201";"Restaurantes e similares"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"5611203";"Lanchonetes casas de chá de sucos e similares"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"5620103";"Cantinas - serviços de alimentação privativos"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"6201501";"Desenvolvimento de programas de computador sob encomenda"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"7020400";"Atividades de consultoria em gestão empresarial exceto consultoria técnica específica"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"7311400";"Agências de publicidade"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"7319003";"Marketing direto"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"7319004";"Consultoria em publicidade"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"7410299";"Atividades de desing não especificadas anteriormente"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"7739099";"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente sem operador"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"8591100";"Ensino de esportes"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"8593700";"Ensino de idiomas"
"04277764000180";"1";"RB9 ACADEMIA DE FUTEBOL E MARKETING ESPORTIVO LTDA";"RB9 EVENTOS INTELIGENTES & LIVE MARKETING";"9312300";"Clubes sociais esportivos e similares"
"04424945000191";"1";"V. SOUZA DA SILVA";"INDEPENDENTE ESPORTE CLUBE - CODEP";"4520005";"Serviços de lavagem lubrificação e polimento de veículos automotores"
"04424945000191";"1";"V. SOUZA DA SILVA";"INDEPENDENTE ESPORTE CLUBE - CODEP";"9001906";"Atividades de sonorização e de iluminação"
"04424945000191";"1";"V. SOUZA DA SILVA";"INDEPENDENTE ESPORTE CLUBE - CODEP";"9312300";"Clubes sociais esportivos e similares"
"04424945000191";"1";"V. SOUZA DA SILVA";"INDEPENDENTE ESPORTE CLUBE - CODEP";"9329801";"Discotecas danceterias salões de dança e similares"
"04473517000159";"1";"A & A ACADEMIA DE MUSCULACAO LTDA";"ATHLETIC ACADEMIA";"8591100";"Ensino de esportes"
"04473517000159";"1";"A & A ACADEMIA DE MUSCULACAO LTDA";"ATHLETIC ACADEMIA";"9313100";"Atividades de condicionamento físico"
"04473517000159";"1";"A & A ACADEMIA DE MUSCULACAO LTDA";"ATHLETIC ACADEMIA";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"04473517000230";"2";"A & A ACADEMIA DE MUSCULACAO LTDA";"ATHLETIC ACADEMIA";"8591100";"Ensino de esportes"
"04473517000230";"2";"A & A ACADEMIA DE MUSCULACAO LTDA";"ATHLETIC ACADEMIA";"9313100";"Atividades de condicionamento físico"
"04473517000230";"2";"A & A ACADEMIA DE MUSCULACAO LTDA";"ATHLETIC ACADEMIA";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"04473517000310";"2";"A & A ACADEMIA DE MUSCULACAO LTDA";"ATHLETIC ACADEMIA";"8591100";"Ensino de esportes"
"04473517000310";"2";"A & A ACADEMIA DE MUSCULACAO LTDA";"ATHLETIC ACADEMIA";"9313100";"Atividades de condicionamento físico"
"04473517000310";"2";"A & A ACADEMIA DE MUSCULACAO LTDA";"ATHLETIC ACADEMIA";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"04625688000156";"1";"ASSOCIACAO ATLETICA NILTON LINS";"";"9311500";"Gestão de instalações de esportes"
"04625688000156";"1";"ASSOCIACAO ATLETICA NILTON LINS";"";"9312300";"Clubes sociais esportivos e similares"
"04625688000156";"1";"ASSOCIACAO ATLETICA NILTON LINS";"";"9313100";"Atividades de condicionamento físico"
"04625688000156";"1";"ASSOCIACAO ATLETICA NILTON LINS";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"04630118000154";"1";"MARICA FUTEBOL CLUBE LTDA";"";"6399200";"Outras atividades de prestação de serviços de informação não especificadas anteriormente"
"04630118000154";"1";"MARICA FUTEBOL CLUBE LTDA";"";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"04630118000154";"1";"MARICA FUTEBOL CLUBE LTDA";"";"7490199";"Outras atividades profissionais científicas e técnicas não especificadas anteriormente"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"0322101";"Criação de peixes em água doce"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"1096100";"Fabricação de alimentos e pratos prontos"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"1830001";"Reprodução de som em qualquer suporte"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"1830002";"Reprodução de vídeo em qualquer suporte"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"4723700";"Comércio varejista de bebidas"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"4729699";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"5510801";"Hotéis"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"5611201";"Restaurantes e similares"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"5620102";"Serviços de alimentação para eventos e recepções - bufê"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"9001906";"Atividades de sonorização e de iluminação"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"9003500";"Gestão de espaços para artes cênicas espetáculos e outras atividades artísticas"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"9319101";"Produção e promoção de eventos esportivos"
"04702232000142";"1";"CENTRO RECREATIVO SEMPRE VERDE EIRELI";"TRES ILHAS ACQUA PARK";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"04705782000115";"1";"VALE VERDE ECOLOGIC CLUB LTDA";"";"5611201";"Restaurantes e similares"
"04847144000139";"1";"CUIABA ESPORTE CLUBE LTDA";"CUIABA ESPORTE CLUBE";"8591100";"Ensino de esportes"
"04945091000199";"1";"CLUBE CACHOEIRA DO SALTO";"CACHOEIRA DO SALTO";"5510801";"Hotéis"
"04945091000199";"1";"CLUBE CACHOEIRA DO SALTO";"CACHOEIRA DO SALTO";"5611201";"Restaurantes e similares"
"04945091000199";"1";"CLUBE CACHOEIRA DO SALTO";"CACHOEIRA DO SALTO";"5611203";"Lanchonetes casas de chá de sucos e similares"
"04973426000182";"1";"ASSEMBLEIA PARAENSE";"ASSEMBLEIA PARAENSE";"5611201";"Restaurantes e similares"
"04982484000172";"1";"PAYSANDU SPORT CLUB";"PAYSANDU";"4649499";"Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente"
"04982484000172";"1";"PAYSANDU SPORT CLUB";"PAYSANDU";"4763602";"Comércio varejista de artigos esportivos"
"04982484000172";"1";"PAYSANDU SPORT CLUB";"PAYSANDU";"5821200";"Edição integrada à impressão de livros"
"04982484000172";"1";"PAYSANDU SPORT CLUB";"PAYSANDU";"6463800";"Outras sociedades de participação exceto holdings"
"04982484000172";"1";"PAYSANDU SPORT CLUB";"PAYSANDU";"7020400";"Atividades de consultoria em gestão empresarial exceto consultoria técnica específica"
"04982484000172";"1";"PAYSANDU SPORT CLUB";"PAYSANDU";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"04982484000172";"1";"PAYSANDU SPORT CLUB";"PAYSANDU";"9102301";"Atividades de museus e de exploração de lugares e prédios históricos e atrações similares"
"04982484000504";"2";"PAYSANDU SPORT CLUB";"LOBO";"4649499";"Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente"
"04982484000687";"2";"PAYSANDU SPORT CLUB";"LOJA LOBO BOULEVARD";"4781400";"Comércio varejista de artigos do vestuário e acessórios"
"04982484000687";"2";"PAYSANDU SPORT CLUB";"LOJA LOBO BOULEVARD";"4782202";"Comércio varejista de artigos de viagem"
"04982484000768";"2";"PAYSANDU SPORT CLUB";"PAYSANDU";"4649499";"Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente"
"04982484000768";"2";"PAYSANDU SPORT CLUB";"PAYSANDU";"4763602";"Comércio varejista de artigos esportivos"
"04982484000768";"2";"PAYSANDU SPORT CLUB";"PAYSANDU";"6463800";"Outras sociedades de participação exceto holdings"
"04982484000768";"2";"PAYSANDU SPORT CLUB";"PAYSANDU";"7020400";"Atividades de consultoria em gestão empresarial exceto consultoria técnica específica"
"04982484000768";"2";"PAYSANDU SPORT CLUB";"PAYSANDU";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"04982484000849";"2";"PAYSANDU SPORT CLUB";"LOJA LOBO METROPOLE";"4649499";"Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente"
"04987332000162";"1";"GRANITO ARIZONA LTDA";"GRANITO ARIZONA";"0990403";"Atividades de apoio à extração de minerais não metálicos"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"5911102";"Produção de filmes para publicidade"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"5911199";"Atividades de produção cinematográfica de vídeos e de programas de televisão não especificadas anteriormente"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"6010100";"Atividades de rádio"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"6021700";"Atividades de televisão aberta"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"6022501";"Programadoras"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"6311900";"Tratamento de dados provedores de serviços de aplicação e serviços de hospedagem na Internet"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"6319400";"Portais provedores de conteúdo e outros serviços de informação na Internet"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"6391700";"Agências de notícias"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"7319002";"Promoção de vendas"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"7319003";"Marketing direto"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"7319099";"Outras atividades de publicidade não especificadas anteriormente"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"7420001";"Atividades de produção de fotografias exceto aérea e submarina"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"7420004";"Filmagem de festas e eventos"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"7721700";"Aluguel de equipamentos recreativos e esportivos"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"8591100";"Ensino de esportes"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"9001906";"Atividades de sonorização e de iluminação"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"9003500";"Gestão de espaços para artes cênicas espetáculos e outras atividades artísticas"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"9311500";"Gestão de instalações de esportes"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"9312300";"Clubes sociais esportivos e similares"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"9313100";"Atividades de condicionamento físico"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"05156970000102";"1";"FELIPE PEREIRA IGLESIAS";"SUPRA INFORMATICA";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"05262282000119";"1";"GREMIO ESPORTIVO ESTUDANTIL";"O GREMINHO";"9312300";"Clubes sociais esportivos e similares"
"05269303000128";"1";"CLUBE RECREATIVO DOS SUBTENENTES E SARGENTOS DO EXERCITO";"CRESSE";"8412400";"Regulação das atividades de saúde educação serviços culturais e outros serviços sociais"
"05269303000128";"1";"CLUBE RECREATIVO DOS SUBTENENTES E SARGENTOS DO EXERCITO";"CRESSE";"9430800";"Atividades de associações de defesa de direitos sociais"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"5811500";"Edição de livros"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"5812301";"Edição de jornais diários"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"5813100";"Edição de revistas"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"5819100";"Edição de cadastros listas e outros produtos gráficos"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"6311900";"Tratamento de dados provedores de serviços de aplicação e serviços de hospedagem na Internet"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"6319400";"Portais provedores de conteúdo e outros serviços de informação na Internet"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"6399200";"Outras atividades de prestação de serviços de informação não especificadas anteriormente"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"6911702";"Atividades auxiliares da justiça"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"7020400";"Atividades de consultoria em gestão empresarial exceto consultoria técnica específica"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"7220700";"Pesquisa e desenvolvimento experimental em ciências sociais e humanas"
"05342580000119";"1";"UNIVERSIDADE PATATIVA DO ASSARE";"UPA (UNIVERSIDADE PATATIVA DO ASSARE)";"7319004";"Consultoria em publicidade"
